Source,Status,SectionNode,EquationName,EquationRef,Description,EquationAsText,ResultVariable,InputVariable1,InputVariable2,InputVariable3,InputVariable4,InputVariable5,InputVariable6,InputVariable7,InputVariable8,InputVariable9,TestCalulation,TestInput1,TestInput2,TestInput3,TestInput4,TestInput5,TestInput6,TestInput7,TestInput8,TestInput9
,,Chapter_01>Page_01>Section_05,,Eq_01_01_05_03,,A0019 = (PI/4)*(D^2-d^2),A0019:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,6.759346869,2.93494462,0.087362421,,,,,,,
,,Chapter_01>Page_01>Section_05,,Eq_01_01_05_04,,A0020 = (PI/4)*(D^2-d^2),A0020:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-48.09605563,2.152597101,8.116124337,,,,,,,
,,Chapter_01>Page_02>Section_01,,Eq_01_02_01_01,,A0021 = (PI/4)*(D^2-d^2),A0021:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,11.30766934,5.296422753,3.695229656,,,,,,,
,,Chapter_01>Page_02>Section_01,,Eq_01_02_01_02,,A0022 = (PI/4)*(D^2-d^2),A0022:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,20.03960717,6.761796376,4.495182968,,,,,,,
,,Chapter_01>Page_02>Section_01,,Eq_01_02_01_03,,A0023 = (PI/4)*(D^2-d^2),A0023:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-53.64800867,2.083136493,8.523275414,,,,,,,
,,Chapter_01>Page_02>Section_01,,Eq_01_02_01_04,,A0024 = (PI/4)*(D^2-d^2),A0024:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,21.22104171,8.57890655,6.824820004,,,,,,,
,,Chapter_01>Page_02>Section_02,,Eq_01_02_02_01,,A0025 = (PI/4)*(D^2-d^2),A0025:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,1.294269708,4.295657758,4.09936095,,,,,,,
,,Chapter_01>Page_02>Section_02,,Eq_01_02_02_02,,A0026 = (PI/4)*(D^2-d^2),A0026:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-65.60161453,0.212406234,9.141755096,,,,,,,
,,Chapter_01>Page_02>Section_02,,Eq_01_02_02_03,,A0027 = (PI/4)*(D^2-d^2),A0027:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-67.64291185,0.916939959,9.325578222,,,,,,,
,,Chapter_01>Page_02>Section_02,,Eq_01_02_02_04,,A0028 = (PI/4)*(D^2-d^2),A0028:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-45.59838505,4.780576429,8.995086326,,,,,,,
,,Chapter_01>Page_02>Section_03,,Eq_01_02_03_01,,A0029 = (PI/4)*(D^2-d^2),A0029:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,42.64785715,8.835233467,4.874465324,,,,,,,
,,Chapter_01>Page_02>Section_03,,Eq_01_02_03_02,,A0030 = (PI/4)*(D^2-d^2),A0030:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,1.825724301,1.95030103,1.216178329,,,,,,,
,,Chapter_01>Page_02>Section_03,,Eq_01_02_03_03,,A0031 = (PI/4)*(D^2-d^2),A0031:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-5.09077142,0.322330811,2.566255762,,,,,,,
,,Chapter_01>Page_02>Section_03,,Eq_01_02_03_04,,A0032 = (PI/4)*(D^2-d^2),A0032:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-3.390093883,1.742828093,2.711798546,,,,,,,
,,Chapter_01>Page_02>Section_04,,Eq_01_02_04_01,,A0033 = (PI/4)*(D^2-d^2),A0033:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-24.06511806,0.964024835,5.618719057,,,,,,,
,,Chapter_01>Page_02>Section_04,,Eq_01_02_04_02,,A0034 = (PI/4)*(D^2-d^2),A0034:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-17.89199044,3.32582401,5.817378715,,,,,,,
,,Chapter_01>Page_02>Section_04,,Eq_01_02_04_03,,A0035 = (PI/4)*(D^2-d^2),A0035:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-45.38834658,0.050025335,7.60215366,,,,,,,
,,Chapter_01>Page_02>Section_04,,Eq_01_02_04_04,,A0036 = (PI/4)*(D^2-d^2),A0036:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,6.149567295,2.79854909,0.044774418,,,,,,,
,,Chapter_01>Page_02>Section_05,,Eq_01_02_05_01,,A0037 = (PI/4)*(D^2-d^2),A0037:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,15.29852119,7.118586284,5.585301113,,,,,,,
,,Chapter_01>Page_02>Section_05,,Eq_01_02_05_02,,A0038 = (PI/4)*(D^2-d^2),A0038:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,9.101880914,7.139255807,6.275356465,,,,,,,
,,Chapter_01>Page_02>Section_05,,Eq_01_02_05_03,,A0039 = (PI/4)*(D^2-d^2),A0039:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-2.274529486,4.388013606,4.706451349,,,,,,,
,,Chapter_01>Page_02>Section_05,,Eq_01_02_05_04,,A0040 = (PI/4)*(D^2-d^2),A0040:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-29.86897032,1.006174812,6.248419154,,,,,,,
,,Chapter_01>Page_03>Section_01,,Eq_01_03_01_01,,A0041 = (PI/4)*(D^2-d^2),A0041:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,10.73363975,5.879302819,4.57161974,,,,,,,
,,Chapter_01>Page_03>Section_01,,Eq_01_03_01_02,,A0042 = (PI/4)*(D^2-d^2),A0042:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,7.001798713,3.353159415,1.526011487,,,,,,,
,,Chapter_01>Page_03>Section_01,,Eq_01_03_01_03,,A0043 = (PI/4)*(D^2-d^2),A0043:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-14.46596818,6.68478806,7.943867708,,,,,,,
,,Chapter_01>Page_03>Section_01,,Eq_01_03_01_04,,A0044 = (PI/4)*(D^2-d^2),A0044:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,58.4343272,8.757330078,1.513252763,,,,,,,
,,Chapter_01>Page_03>Section_02,,Eq_01_03_02_01,,A0045 = (PI/4)*(D^2-d^2),A0045:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,10.52748239,4.074535399,1.788248258,,,,,,,
,,Chapter_01>Page_03>Section_02,,Eq_01_03_02_02,,A0046 = (PI/4)*(D^2-d^2),A0046:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-6.618648394,1.710835973,3.369582258,,,,,,,
,,Chapter_01>Page_03>Section_02,,Eq_01_03_02_03,,A0047 = (PI/4)*(D^2-d^2),A0047:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,23.34581119,6.019216722,2.550717535,,,,,,,
,,Chapter_01>Page_03>Section_02,,Eq_01_03_02_04,,A0048 = (PI/4)*(D^2-d^2),A0048:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,20.96527462,7.645131067,5.635087606,,,,,,,
,,Chapter_01>Page_03>Section_03,,Eq_01_03_03_01,,A0049 = (PI/4)*(D^2-d^2),A0049:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-14.15635686,1.897016878,4.650065204,,,,,,,
,,Chapter_01>Page_03>Section_03,,Eq_01_03_03_02,,A0050 = (PI/4)*(D^2-d^2),A0050:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,0.040612685,1.007254353,0.981250047,,,,,,,
,,Chapter_01>Page_03>Section_03,,Eq_01_03_03_03,,A0051 = (PI/4)*(D^2-d^2),A0051:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-51.34132118,4.879608358,9.443536315,,,,,,,
,,Chapter_01>Page_03>Section_03,,Eq_01_03_03_04,,A0052 = (PI/4)*(D^2-d^2),A0052:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-12.01693404,7.884208894,8.801203639,,,,,,,
,,Chapter_01>Page_03>Section_04,,Eq_01_03_04_01,,A0053 = (PI/4)*(D^2-d^2),A0053:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-12.48881407,1.358561624,4.212711909,,,,,,,
,,Chapter_01>Page_03>Section_04,,Eq_01_03_04_02,,A0054 = (PI/4)*(D^2-d^2),A0054:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,13.30355577,5.389888982,3.480271534,,,,,,,
,,Chapter_01>Page_03>Section_04,,Eq_01_03_04_03,,A0055 = (PI/4)*(D^2-d^2),A0055:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-64.03333693,1.280051464,9.119666031,,,,,,,
,,Chapter_01>Page_03>Section_04,,Eq_01_03_04_04,,A0056 = (PI/4)*(D^2-d^2),A0056:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,0.967725902,1.355892092,0.778650421,,,,,,,
,,Chapter_01>Page_03>Section_05,,Eq_01_03_05_01,,A0057 = (PI/4)*(D^2-d^2),A0057:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-45.979628,2.476942432,8.042283534,,,,,,,
,,Chapter_01>Page_03>Section_05,,Eq_01_03_05_02,,A0058 = (PI/4)*(D^2-d^2),A0058:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,13.91828193,4.586412693,1.820405022,,,,,,,
,,Chapter_01>Page_03>Section_05,,Eq_01_03_05_03,,A0059 = (PI/4)*(D^2-d^2),A0059:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-22.45543902,0.924980998,5.426485308,,,,,,,
,,Chapter_01>Page_03>Section_05,,Eq_01_03_05_04,,A0060 = (PI/4)*(D^2-d^2),A0060:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-64.83288321,1.405574046,9.193662443,,,,,,,
,,Chapter_01>Page_04>Section_01,,Eq_01_04_01_01,,A0061 = (PI/4)*(D^2-d^2),A0061:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,55.55299525,8.421484984,0.434901089,,,,,,,
,,Chapter_01>Page_04>Section_01,,Eq_01_04_01_02,,A0062 = (PI/4)*(D^2-d^2),A0062:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,59.40958047,8.908431548,1.928088549,,,,,,,
,,Chapter_01>Page_04>Section_01,,Eq_01_04_01_03,,A0063 = (PI/4)*(D^2-d^2),A0063:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-64.41592207,3.62368772,9.754384244,,,,,,,
,,Chapter_01>Page_04>Section_01,,Eq_01_04_01_04,,A0064 = (PI/4)*(D^2-d^2),A0064:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-27.99591342,6.515148203,8.837005158,,,,,,,
,,Chapter_01>Page_04>Section_02,,Eq_01_04_02_01,,A0065 = (PI/4)*(D^2-d^2),A0065:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,23.14149041,6.460585778,3.503499377,,,,,,,
,,Chapter_01>Page_04>Section_02,,Eq_01_04_02_02,,A0066 = (PI/4)*(D^2-d^2),A0066:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-2.598945945,1.374721869,2.280118631,,,,,,,
,,Chapter_01>Page_04>Section_02,,Eq_01_04_02_03,,A0067 = (PI/4)*(D^2-d^2),A0067:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-7.146402651,4.100872788,5.090799552,,,,,,,
,,Chapter_01>Page_04>Section_02,,Eq_01_04_02_04,,A0068 = (PI/4)*(D^2-d^2),A0068:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-58.65777834,4.498589936,9.742828871,,,,,,,
,,Chapter_01>Page_04>Section_03,,Eq_01_04_03_01,,A0069 = (PI/4)*(D^2-d^2),A0069:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-13.25393203,6.899972808,8.030258721,,,,,,,
,,Chapter_01>Page_04>Section_03,,Eq_01_04_03_02,,A0070 = (PI/4)*(D^2-d^2),A0070:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-4.702970419,7.988096244,8.354501153,,,,,,,
,,Chapter_01>Page_04>Section_03,,Eq_01_04_03_03,,A0071 = (PI/4)*(D^2-d^2),A0071:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,17.43783235,6.158049308,3.964723643,,,,,,,
,,Chapter_01>Page_04>Section_03,,Eq_01_04_03_04,,A0072 = (PI/4)*(D^2-d^2),A0072:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-6.907868151,1.90154825,3.522961346,,,,,,,
,,Chapter_01>Page_04>Section_04,,Eq_01_04_04_01,,A0073 = (PI/4)*(D^2-d^2),A0073:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,60.51138627,8.832439964,0.983110281,,,,,,,
,,Chapter_01>Page_04>Section_04,,Eq_01_04_04_02,,A0074 = (PI/4)*(D^2-d^2),A0074:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,10.1072094,4.313742687,2.395720619,,,,,,,
,,Chapter_01>Page_04>Section_04,,Eq_01_04_04_03,,A0075 = (PI/4)*(D^2-d^2),A0075:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,46.43402883,7.914871053,1.87711003,,,,,,,
,,Chapter_01>Page_04>Section_04,,Eq_01_04_04_04,,A0076 = (PI/4)*(D^2-d^2),A0076:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,43.65025278,9.249357045,5.474794769,,,,,,,
,,Chapter_01>Page_04>Section_05,,Eq_01_04_05_01,,A0077 = (PI/4)*(D^2-d^2),A0077:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-49.30938952,6.056290984,9.973029887,,,,,,,
,,Chapter_01>Page_04>Section_05,,Eq_01_04_05_02,,A0078 = (PI/4)*(D^2-d^2),A0078:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,19.66818491,5.267107793,1.643202268,,,,,,,
,,Chapter_01>Page_04>Section_05,,Eq_01_04_05_03,,A0079 = (PI/4)*(D^2-d^2),A0079:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,65.83787396,9.416293282,2.199816928,,,,,,,
,,Chapter_01>Page_04>Section_05,,Eq_01_04_05_04,,A0080 = (PI/4)*(D^2-d^2),A0080:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-8.967961986,9.145889301,9.750161791,,,,,,,
,,Chapter_01>Page_05>Section_01,,Eq_01_05_01_01,,A0081 = (PI/4)*(D^2-d^2),A0081:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-68.22516153,3.143180282,9.835982711,,,,,,,
,,Chapter_01>Page_05>Section_01,,Eq_01_05_01_02,,A0082 = (PI/4)*(D^2-d^2),A0082:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-20.06114147,8.602104547,9.976915419,,,,,,,
,,Chapter_01>Page_05>Section_01,,Eq_01_05_01_03,,A0083 = (PI/4)*(D^2-d^2),A0083:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-12.11481376,6.326825342,7.446729407,,,,,,,
,,Chapter_01>Page_05>Section_01,,Eq_01_05_01_04,,A0084 = (PI/4)*(D^2-d^2),A0084:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-8.757768043,2.180713081,3.988263549,,,,,,,
,,Chapter_01>Page_05>Section_02,,Eq_01_05_02_01,,A0085 = (PI/4)*(D^2-d^2),A0085:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-62.5366236,2.837148483,9.36341357,,,,,,,
,,Chapter_01>Page_05>Section_02,,Eq_01_05_02_02,,A0086 = (PI/4)*(D^2-d^2),A0086:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-61.11421261,2.447029849,9.15428792,,,,,,,
,,Chapter_01>Page_05>Section_02,,Eq_01_05_02_03,,A0087 = (PI/4)*(D^2-d^2),A0087:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-16.03883467,8.597988477,9.713222143,,,,,,,
,,Chapter_01>Page_05>Section_02,,Eq_01_05_02_04,,A0088 = (PI/4)*(D^2-d^2),A0088:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-26.84878843,7.298128965,9.351343515,,,,,,,
,,Chapter_01>Page_05>Section_03,,Eq_01_05_03_01,,A0089 = (PI/4)*(D^2-d^2),A0089:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-37.18326343,0.409901692,6.892838371,,,,,,,
,,Chapter_01>Page_05>Section_03,,Eq_01_05_03_02,,A0090 = (PI/4)*(D^2-d^2),A0090:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,8.418279106,5.620784449,4.568887388,,,,,,,
,,Chapter_01>Page_05>Section_03,,Eq_01_05_03_03,,A0091 = (PI/4)*(D^2-d^2),A0091:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-20.37554686,1.536429433,5.320109718,,,,,,,
,,Chapter_01>Page_05>Section_03,,Eq_01_05_03_04,,A0092 = (PI/4)*(D^2-d^2),A0092:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,19.34030981,8.787511201,7.252275908,,,,,,,
,,Chapter_01>Page_05>Section_04,,Eq_01_05_04_01,,A0093 = (PI/4)*(D^2-d^2),A0093:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-45.04363189,0.639118419,7.599987218,,,,,,,
,,Chapter_01>Page_05>Section_04,,Eq_01_05_04_02,,A0094 = (PI/4)*(D^2-d^2),A0094:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-16.54207337,0.41668782,4.608215566,,,,,,,
,,Chapter_01>Page_05>Section_04,,Eq_01_05_04_03,,A0095 = (PI/4)*(D^2-d^2),A0095:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,34.67542628,9.227201212,6.40243065,,,,,,,
,,Chapter_01>Page_05>Section_04,,Eq_01_05_04_04,,A0096 = (PI/4)*(D^2-d^2),A0096:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,6.055143865,4.995425297,4.152664841,,,,,,,
,,Chapter_01>Page_05>Section_05,,Eq_01_05_05_01,,A0097 = (PI/4)*(D^2-d^2),A0097:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,7.943914296,7.516874707,6.810939695,,,,,,,
,,Chapter_01>Page_05>Section_05,,Eq_01_05_05_02,,A0098 = (PI/4)*(D^2-d^2),A0098:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-2.504083341,2.723257399,3.256444195,,,,,,,
,,Chapter_01>Page_05>Section_05,,Eq_01_05_05_03,,A0099 = (PI/4)*(D^2-d^2),A0099:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-51.70353858,5.111136135,9.589301461,,,,,,,
,,Chapter_01>Page_05>Section_05,,Eq_01_05_05_04,,A0100 = (PI/4)*(D^2-d^2),A0100:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-3.413739317,3.354694508,3.949744693,,,,,,,
,,Chapter_01>Page_06>Section_01,,Eq_01_06_01_01,,A0101 = (PI/4)*(D^2-d^2),A0101:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-5.622337081,2.510223682,3.668760668,,,,,,,
,,Chapter_01>Page_06>Section_01,,Eq_01_06_01_02,,A0102 = (PI/4)*(D^2-d^2),A0102:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-12.86546053,3.873115443,5.601949335,,,,,,,
,,Chapter_01>Page_06>Section_01,,Eq_01_06_01_03,,A0103 = (PI/4)*(D^2-d^2),A0103:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,28.5822504,6.344839112,1.965942998,,,,,,,
,,Chapter_01>Page_06>Section_01,,Eq_01_06_01_04,,A0104 = (PI/4)*(D^2-d^2),A0104:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-40.85909517,0.111777633,7.21359203,,,,,,,
,,Chapter_01>Page_06>Section_02,,Eq_01_06_02_01,,A0105 = (PI/4)*(D^2-d^2),A0105:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,25.87030147,6.474941131,2.997627694,,,,,,,
,,Chapter_01>Page_06>Section_02,,Eq_01_06_02_02,,A0106 = (PI/4)*(D^2-d^2),A0106:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,67.00058261,9.6410339,2.764370338,,,,,,,
,,Chapter_01>Page_06>Section_02,,Eq_01_06_02_03,,A0107 = (PI/4)*(D^2-d^2),A0107:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-33.41048689,6.769682278,9.400433567,,,,,,,
,,Chapter_01>Page_06>Section_02,,Eq_01_06_02_04,,A0108 = (PI/4)*(D^2-d^2),A0108:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,13.47270672,4.159287188,0.381689578,,,,,,,
,,Chapter_01>Page_06>Section_03,,Eq_01_06_03_01,,A0109 = (PI/4)*(D^2-d^2),A0109:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,26.86092027,7.878943485,5.279901944,,,,,,,
,,Chapter_01>Page_06>Section_03,,Eq_01_06_03_02,,A0110 = (PI/4)*(D^2-d^2),A0110:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-26.91814352,5.503578898,8.035087149,,,,,,,
,,Chapter_01>Page_06>Section_03,,Eq_01_06_03_03,,A0111 = (PI/4)*(D^2-d^2),A0111:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,13.76634138,4.264604399,0.811788431,,,,,,,
,,Chapter_01>Page_06>Section_03,,Eq_01_06_03_04,,A0112 = (PI/4)*(D^2-d^2),A0112:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,69.97054734,9.651129692,2.013712116,,,,,,,
,,Chapter_01>Page_06>Section_04,,Eq_01_06_04_01,,A0113 = (PI/4)*(D^2-d^2),A0113:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-6.685799995,1.43003613,3.249250417,,,,,,,
